"Timestamp","1. What is your age group? ","2. What is your gender? ","3. What is your highest level of education? ","4. What is your current field of occupation or education? ","5. How do you identify your ethnicity? ","6. Are you still attending college?","7. What is your state of residence? Please enter the full name of your state (e.g., 'California' instead of 'CA')","7. Do you think having a general understanding of Intellectual Property (IP) law is necessary for people who don’t work in law or technical fields? ","8. To what extent do you think you know about Intellectual Property (IP) law? ","9. Which of the following best describes a copyright?  (Select one) ","10. Which of the following best describes a (utility) patent?  (select one) ","11. Which of the following best describes a trademark? (Select one) ","12. Which of the following is the main purpose of intellectual property protections? (Select one) ","13. If you download a song from the internet without paying for it, do you think this is: ","14. If you invent a new type of motor engine, which type of IP protection would you seek? ","15. If you write a novel and want to protect your rights, which type of IP protection would you seek? ","16. If you create a new logo for your company, which type of IP protection would you seek? ","17. Select the statements that you think are ACCURATE under U.S. INTELLECTUAL PROPERTY (IP) LAW: 
(Select all that apply) ","19. Which form of IP protection did you apply for? 
(Please skip this section if you have never applied IP protection before)","20. Did you apply for the IP protection through a third party (e.g., law firm)? 
(Please skip this section if you have never applied IP protection before)","21. How would you describe the difficulty of the process of applying for IP protection (whether you applied yourself or used a third party)? 
(Please skip this section if you have never applied IP protection before)","22. Do you think the process of applying for IP protection would have been easier if you had done it differently (e.g., hiring a third party or filing it yourself)? ","23. If you had something that required IP protection again, which factors would most affect your decision to apply yourself or hire a third party? 
(Select all that apply) ","19. If you were to apply for IP protection, would you do it yourself or hire a third party? ","20. If you had something that required IP protection, which factors would most affect your decision to apply yourself or hire a third party? 
(Select all that apply) ","21. How confident are you in your ability to understand the IP application process (even if you haven’t applied before)?"
"2024/10/26 12:23:52 AM MDT","35-44","Female","Master’s degree","Business","Asian","Other","No","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;You can even trademark a color, sound, or smell.","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Somewhat confident"
"2024/10/26 1:24:02 AM MDT","65+","Male","Master’s degree","Healthcare","White","Democrat","Yes","No, it is not necessary","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Very confident"
"2024/10/26 1:38:04 AM MDT","35-44","Female","Master’s degree","Healthcare","Asian","Independent","No","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Neutral"
"2024/10/26 3:00:45 AM MDT","25-34","Female","Associate’s degree (2-year college degree)","Business","Asian","Independent","Yes","Yes, it is important","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Not very confident"
"2024/10/26 11:15:58 AM MDT","25-34","Female","Bachelor’s degree (4-year college degree)","Business","Asian","Independent","No","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Copyright","IP protection is global;You automatically own the copyright to your work as soon as it is created;Content available on the internet can be freely used if no copyright notice is visible","","","","Yes, it would have been easier if I filed it myself","Cost of hiring a third party (money);Complexity of the legal procedure","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Neutral"
"2024/10/26 11:38:42 AM MDT","25-34","Male","Bachelor’s degree (4-year college degree)","Education","White","Democrat","Yes","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Desire to avoid legal risks","Somewhat confident"
"2024/10/26 12:10:35 PM MDT","18-24","Female","Master’s degree","Business","Asian","Prefer not to answer","No","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","","",""
"2024/10/26 6:49:01 PM MDT","25-34","Male","Bachelor’s degree (4-year college degree)","Business","Two or more race ","Republican","Yes","I have no idea","A little","A protection for an invention or a new process","A legal right given to an inventor to prevent others from making, using, or selling their invention","A legal right given to an author for creative work","To protect the rights of creators, inventors, and businesses","Illegal","Copyright","Patent","Trademark","The TM symbol (™) identifies that a trademark has been registered","Utility Patent","Yes, I used a third party (law firm, consultant, etc.)","Somewhat easy","Yes, it would have been easier with a third party","Complexity of the legal procedure","I would hire a third party","Desire to avoid legal risks","Somewhat confident"
"2024/10/27 2:14:02 PM MDT","25-34","Female","Master’s degree","Business","Asian","Democrat","No","Yes, it is important","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself","Not very confident"
"2024/10/27 8:32:27 PM MDT","18-24","Female","Bachelor’s degree (4-year college degree)","Engineering","White","Prefer not to answer","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Complexity of the legal procedure;Desire to avoid legal risks","Not very confident"
"2024/10/27 8:36:07 PM MDT","18-24","Female","Bachelor’s degree (4-year college degree)","Healthcare","White","Democrat","Yes","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To allow creators and inventors to profit from their work","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure","Neutral"
"2024/10/27 8:44:37 PM MDT","45-54","Male","Bachelor’s degree (4-year college degree)","Technology","White","Independent","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To allow creators and inventors to profit from their work","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.","","","","","","I would hire a third party","Desire to avoid legal risks","Not confident at all"
"2024/10/28 11:44:27 AM MDT","18-24","Male","Bachelor’s degree (4-year college degree)","Business","White","Other","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Neutral"
"2024/10/29 9:18:26 AM MDT","45-54","Male","Some college, no degree","Business","White","Prefer not to answer","Prefer not to answer","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A protection for an invention or process","To let companies keep their business methods secret","Not sure","Trademark","Patent","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure","Not very confident"
"2024/10/29 12:47:04 PM MDT","45-54","Male","High school graduate or GED","Sales","Black or African American","Prefer not to answer","No","Perhaps important to some extent, but not much","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A legal right given to an author for creative work","To protect the rights of creators, inventors, and businesses","Not sure","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","","","","","","I would hire a third party","Desire to avoid legal risks","Somewhat confident"
"2024/10/29 1:12:30 PM MDT","35-44","Male","Some college, no degree","Technology","White","Democrat","Yes","Yes, it is important","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can even trademark a color, sound, or smell.","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Not very confident"
"2024/10/29 1:21:14 PM MDT","35-44","Female","Bachelor’s degree (4-year college degree)","Healthcare","White","Prefer not to answer","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A protection for an invention or process","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","","",""
"2024/10/29 1:23:14 PM MDT","25-34","Male","Bachelor’s degree (4-year college degree)","Public safety","White","Republican","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A protection for an invention or process","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","","",""
"2024/10/29 1:45:45 PM MDT","35-44","Female","Associate’s degree (2-year college degree)","Healthcare","Black or African American","Democrat","Yes","Yes, it is important","A little","A protection for a company’s brand or logo","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Not very confident"
"2024/10/29 2:33:47 PM MDT","25-34","Non-binary","Bachelor’s degree (4-year college degree)","Technology","White","Independent","Yes","Perhaps important to some extent, but not much","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","You automatically own the copyright to your work as soon as it is created;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Not very confident"
"2024/10/29 3:08:21 PM MDT","55-64","Female","Master’s degree","Retired","Mixed Race","Other","Yes","Perhaps important to some extent, but not much","A little","A protection for an invention or a new process","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Not very confident"
"2024/10/29 3:37:02 PM MDT","18-24","Female","Some college, no degree","Healthcare","Hispanic or Latino","Other","Yes","I have no idea","Not at all","A legal right granted to an author or creator of original work","I have no idea","A legal right given to an author for creative work","To protect the rights of creators, inventors, and businesses","It depends...","Not sure","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible","","","","I don’t know","I’m not sure","","",""
"2024/10/29 8:24:11 PM MDT","45-54","Male","Bachelor’s degree (4-year college degree)","Engineering","White","Other","Yes","Perhaps important to some extent, but not much","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","Design Patent","Yes, I used a third party (law firm, consultant, etc.)","Very difficult","I don’t know","Cost of hiring a third party (money);Complexity of the legal procedure;Time required to handle the process myself;Desire to avoid legal risks or mistakes","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Not very confident"
"2024/10/29 8:26:06 PM MDT","35-44","Male","Doctorate or professional degree (PhD, JD, MD, etc.)","Law","White","Republican","Yes","Yes, it is important","A little","A protection for an invention or a new process","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Somewhat confident"
"2024/10/29 8:31:30 PM MDT","35-44","Male","Master’s degree","Engineering","White","Independent","Yes","Yes, it is important","Moderately","A protection for a company’s brand or logo","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself","Neutral"
"2024/10/29 8:32:05 PM MDT","35-44","Male","Bachelor’s degree (4-year college degree)","Science","White","Democrat","Yes","No, it is not necessary","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Legal","Patent","Copyright","Trademark","General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Neutral"
"2024/10/29 8:44:21 PM MDT","35-44","Female","Master’s degree","Healthcare","White","Independent","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A protection for an invention or process","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Neutral"
"2024/10/29 11:38:20 PM MDT","55-64","Male","Some college, no degree","Bartender ","Black or African American","Other","Yes","Yes, it is important","Moderately","A protection for an invention or a new process","A legal right for creative works like movies and books","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Not sure","Patent","Copyright","Trademark","You automatically own the copyright to your work as soon as it is created","Design Patent","No, I applied myself","Somewhat difficult","I don’t know","Cost of hiring a third party (money)","I would consult with both options before deciding","Cost of hiring a third party","Somewhat confident"
"2024/10/30 12:18:16 AM MDT","25-34","Male","Some college, no degree","Science","White","Other","Yes","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","I have no idea","To allow creators and inventors to profit from their work","Illegal","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Somewhat confident"
"2024/10/30 12:49:09 AM MDT","35-44","Male","Bachelor’s degree (4-year college degree)","Engineering","White","Independent","Yes","Yes, it is important","Very well","A protection for an invention or a new process","A protection for company slogans and logos","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Copyright","Patent","Trademark","You automatically own the copyright to your work as soon as it is created;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","Trademark","Yes, I used a third party (law firm, consultant, etc.)","Neutral (neither easy nor difficult)","No, the process was fine as it was","Complexity of the legal procedure;Time required to handle the process myself","","",""
"2024/10/30 12:51:24 AM MDT","35-44","Male","Some college, no degree","Arts","White","Independent","Yes","Yes, it is important","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would do it myself","Complexity of the legal procedure","Somewhat confident"
"2024/10/30 7:58:45 AM MDT","35-44","Male","Bachelor’s degree (4-year college degree)","Technology","White","Democrat","Yes","No, it is not necessary","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To allow creators and inventors to profit from their work","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","Design Patent","Yes, I used a third party (law firm, consultant, etc.)","Very easy","No, the process was fine as it was","Cost of hiring a third party (money);Complexity of the legal procedure;Time required to handle the process myself","","",""
"2024/10/30 6:58:04 PM MDT","18-24","Female","Bachelor’s degree (4-year college degree)","Business","Asian","Democrat","No","Yes, it is important","Not at all","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A protection for an invention or process","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered","","","","I don’t know","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Not very confident"
"2024/10/30 7:04:34 PM MDT","18-24","Male","Bachelor’s degree (4-year college degree)","Business","Asian","Democrat","No","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Not very confident"
"2024/10/30 7:12:30 PM MDT","25-34","Female","Bachelor’s degree (4-year college degree)","Education","White","Democrat","Yes","Yes, it is important","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Not confident at all"
"2024/10/30 7:22:16 PM MDT","65+","Female","Master’s degree","Education","Asian","Democrat","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Not confident at all"
"2024/10/30 7:36:01 PM MDT","25-34","Male","Master’s degree","Business","White","Democrat","Yes","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Complexity of the legal procedure;Desire to avoid legal risks","Somewhat confident"
"2024/10/30 8:18:01 PM MDT","18-24","Female","Bachelor’s degree (4-year college degree)","Business","Asian","Republican","Yes","Yes, it is important","Not at all","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","","",""
"2024/10/30 8:46:51 PM MDT","25-34","Male","Master’s degree","Business","Asian","Republican","No","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Not sure","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","","",""
"2024/10/30 9:22:15 PM MDT","18-24","Female","Bachelor’s degree (4-year college degree)","Education","Asian","Democrat","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Not sure","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","Copyright","Yes, I used a third party (law firm, consultant, etc.)","Somewhat easy","Yes, it would have been easier with a third party","Cost of hiring a third party (money);Complexity of the legal procedure;Time required to handle the process myself;Desire to avoid legal risks or mistakes","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Somewhat confident"
"2024/10/30 9:31:31 PM MDT","25-34","Male","Bachelor’s degree (4-year college degree)","Education","Asian","Democrat","Yes","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can even trademark a color, sound, or smell.","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Neutral"
"2024/10/30 9:51:01 PM MDT","65+","Female","Master’s degree","Healthcare","White","Democrat","Yes","I have no idea","A little","A legal right granted to an author or creator of original work","I have no idea","A protection for an invention or process","I have no idea","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered","","","","","","I’m not sure","I’m not sure","Not confident at all"
